¹ØÏµ,»¥¶¯Ç¿¶È,½»Åä,Ç×ÃÜÐÔ,´ú¹µÆÀ¹À,ÒÀÁµ,ÐÅÈÎÆÀ¹À,ÐÅÏ¢´«µÝ,¹²ÓÐÊ½·ÖÏí,¹ØÏµÐ§¼Û,¾ßÌåÐÔ,³åÍ»,¿É¼ûÐÔ,Í¬²½ÐÔ,Æ·µÂÆÀ¹À,ÉÌÆ·½»»»,¶ÔÏà¹ØÈËÔ±µÄÖØÒªÐÔ,¶ÔÉç»áµÄÖØÒªÐÔ,Æ½µÈÐÔ,Ç¿ÆÈ,³Ö¾ÃÐÔ,·þÎñ½»»»,ÆÚ´ý»¥»ÝÐÔ,ÕýÊ½ÐÔ,°®µÄ±í´ï,¶ÀÌØÐÔ,ÀíÐÔ,Éç»áÇé¸ÐÐÔ,»ý¼«ÐÔ,¿Õ¼ä¾àÀë,Ö°ÒµÐÔ,ÁªÃË/ÁªºÏ×éÖ¯,Ì¸ÅÐ,½ðÇ®½»»»
¾Ë¸¸-ÍâÉûÅ®,-0.201971192,0.140745992,0.468938899,0.510272564,0.118485084,0.360984959,-0.042913322,0.305391641,-1.373206593,-0.716460681,-0.687722975,0.286728473,-1.110558765,0.102800089,-0.191356988,0.240255609,0.90143266,-1.08345852,-0.41624033,0.005329189,-1.044230808,-0.116331188,0.090712125,0.110692637,0.12079115,-0.25843382,0.348802098,0.293997423,0.561829626,0.120985511,-0.036615889,-0.699187781,0.19499533
¾Ë¸¸-ÉûÅ®Ðö,0.360552592,0.797692501,0.921913988,0.812761268,-0.369230537,0.419485782,0.674891231,0.817106977,-2.240883219,-1.889212672,-0.44848454,-0.47496915,-0.824422919,-0.611115065,-0.261571506,-0.440216186,0.366816643,-0.28695518,0.026144707,-0.528457691,-0.883750531,-0.255983111,-0.253011106,0.684239368,0.606500571,-0.454289395,-0.143313732,-0.942990313,1.242875733,0.260105652,-0.053805791,-0.718620855,-1.131433464
¾Ë±íÐÖµÜ,1.264608674,-0.856839447,0.065200232,-1.347872335,0.064294459,0.03923043,1.231808556,-1.07732852,0.882752633,-0.175974981,0.096979093,1.028381421,0.917639437,0.0703494,-0.592582805,0.128702855,0.484746646,1.354534313,-0.075944148,-0.528457691,0.935025937,0.637789199,-1.208729359,0.171065977,-0.661740694,-0.801487914,0.840917927,0.673666927,-0.541934755,0.260105652,0.590815531,0.972056578,0.603894432
¾Ë±í½ãÃÃ,0.631769417,-0.431040784,-1.352808744,-1.175021647,0.294604613,0.507237017,-0.513199064,0.278172741,0.734008068,-0.619581169,-0.304941479,-0.15926553,0.261210143,-0.465086966,-0.848364264,-0.021893361,-0.317177379,1.032469919,-0.79056613,0.656549184,0.092504485,-1.093894652,-0.592542591,0.110692637,0.012855724,-0.267336346,0.430821403,0.783893557,-1.140785643,-0.458681746,-0.45347101,-0.616597217,0.020465226
¾Ë±í½ãµÜ,0.11947097,1.23565684,-1.116473915,-0.627661134,0.55201008,0.097731254,0.749146874,-1.273304606,-0.158459318,-1.980993263,-1.108782622,-0.655371218,-0.167993626,1.092546097,-1.344881213,-0.306352882,-2.086127436,0.689627176,0.196292798,0.912766886,0.025637703,-0.423565419,-1.837491368,0.382372668,-1.255385541,-1.469177374,1.037764259,0.342987037,-0.213153876,-0.945602241,0.384536708,-1.126715408,-1.34086959
±íÐÖµÜ,0.746283187,-0.871438258,0.815563315,-1.247042767,0.660391329,0.548187593,0.674891231,0.797509368,0.734008068,-0.218805923,-0.477193152,-0.775639264,1.053974751,0.771284278,0.286101735,0.597224419,0.196997437,1.545695114,-0.348181093,0.586089315,-0.980038697,0.263522044,-0.610147927,0.219364649,-0.019524904,-0.828195492,0.821233294,1.019043701,0.270623704,-0.175804125,0.853821031,-0.240567236,-0.898061782
±í½ãÃÃ,1.626231107,-1.027158912,1.630918477,-1.434297679,0.904249139,0.799741134,-0.476071242,-0.228098815,0.845566492,0.650050335,-1.252325683,1.088515444,0.008737338,0.946517998,-1.585616703,0.697621897,0.178128637,1.583096141,-1.130862312,1.201011802,-1.472178212,0.805371507,0.224848021,1.650212808,1.227129274,0.720844055,1.168995147,1.335026706,-0.283606921,-0.85285548,-1.987669756,-1.097565797,-1.699902948
±í½ãµÜ,1.481582134,-0.248555642,0.756479608,-1.154855733,1.223973824,0.232283147,0.689742359,0.301036617,0.986873828,0.038179731,1.176422913,0.835952548,0.751007385,-0.260647626,0.695352069,1.427176903,0.923446261,0.75611789,0.509365285,-0.054454941,0.143323239,1.414253894,0.768098396,0.605754026,-0.829040605,0.400353114,-0.018644388,1.504040872,0.627585802,1.215397291,-0.198200967,-0.100649104,-0.072285058
±íÉ©-±íÐ¡Êå,0.722175025,0.992343318,0.596953598,-1.189425871,0.524914767,0.2147329,0.749146874,0.392492124,0.734008068,-0.390129692,-0.247524254,-0.89590731,1.725552413,0.216377499,1.182841437,0.396429463,0.956466662,1.271420921,-0.654447657,0.208168204,-0.108095861,-0.78666042,-0.932074076,-0.281734073,0.228726577,0.106569752,-0.077698288,0.196018197,0.890610505,0.213732272,0.951803471,-0.106479026,-0.263769516
¸ß×æÄ¸-ÐþËï,-2.552517006,1.551964418,-1.10662663,1.28810066,-0.441484703,0.399985507,-1.924056289,-0.195436134,0.43651894,-0.736856368,-1.185338921,-0.314611756,-1.598672855,-0.351509555,-0.873440878,-0.919893025,-0.718139392,-1.789922353,-0.711163688,-0.528457691,0.29310483,-0.991483242,-0.647035298,-0.110676276,-0.131058179,-0.365264133,-0.744788634,-1.420639043,-0.628044033,0.584719316,-0.741401867,0.078135177,-0.782373255
¸ß×æ¸¸-ÐþËï,-0.704224571,0.043420584,-1.973187671,0.9520021,0.624264246,0.770490722,-0.21617649,1.198171588,1.378567847,-0.716460681,-1.33845152,-0.013941641,-1.766988058,0.978968687,-1.896566712,0.99881433,0.964328662,0.412582536,-1.16489193,0.923442624,-0.223998283,-0.674938882,-0.378763508,1.720648372,1.487973222,-0.02696814,1.376777386,0.073544163,-0.377544315,-1.208384731,-1.016440298,-1.262746926,-2.058936306
